,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
2596,KFIIU,K&F Growth Acquisition Corp. II - Unit,G,N,N,100,N,N
2597,KG,"Kestrel Group, Ltd. - Common Stock",S,N,N,100,N,N
2598,KGEI,Kolibri Global Energy Inc. - Common stock,S,N,N,100,N,N
2599,KHC,The Kraft Heinz Company - Common Stock,Q,N,N,100,N,N
2600,KIDS,OrthoPediatrics Corp. - Common Stock,G,N,N,100,N,N
2601,KIDZ,"Classover Holdings, Inc. - Class B Common Stock",S,N,D,100,N,N
2602,KIDZW,"Classover Holdings, Inc. - Warrants",S,N,N,100,N,N
2603,KINS,"Kingstone Companies, Inc - Common Stock",S,N,N,100,N,N
2604,KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,G,N,N,100,Y,N
2605,KITT,"Nauticus Robotics, Inc. - Common stock",S,N,D,100,N,N
2606,KITTW,"Nauticus Robotics, Inc. - Warrant",S,N,D,100,N,N
2607,KJD,KraneShares 2x Long JD Daily ETF,G,N,N,100,Y,N
2608,KLAC,KLA Corporation  - Common Stock,Q,N,N,40,N,N
2609,KLAG,Leverage Shares 2x Long KLAC Daily ETF,G,N,N,100,Y,N
2610,KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100,N,N
2611,KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",G,N,N,100,N,N
2612,KLTO,"Klotho Neurosciences, Inc. - Common Stock",S,N,D,100,N,N
2613,KLTOW,"Klotho Neurosciences, Inc. - Warrants",S,N,N,100,N,N
2614,KLTR,"Kaltura, Inc. - Common Stock",Q,N,N,100,N,N
2615,KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,N,N,100,N,N
2616,KMB,Kimberly-Clark Corporation - Common Stock,Q,N,N,100,N,N
2617,KMDA,Kamada Ltd. - Ordinary Shares,Q,N,N,100,N,N
2618,KMLI,KraneShares 2x Long MELI Daily ETF,G,N,N,100,Y,N
2619,KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,S,N,N,100,N,N
2620,KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",Q,N,N,100,N,N
2621,KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",Q,N,N,100,N,N
2622,KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,G,N,N,100,Y,N
2623,KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",Q,N,N,100,N,N
2624,KOD,Kodiak Sciences Inc - Common Stock,G,N,N,100,N,N
2625,KOID,KraneShares Global Humanoid and Embodied Intelligence Index ETF,G,N,N,100,Y,N
2626,KOPN,Kopin Corporation - Common Stock,S,N,N,100,N,N
2627,KOSS,Koss Corporation - Common Stock,S,N,N,100,N,N
2628,KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,G,N,N,100,N,N
2629,KOYNU,CSLM Digital Asset Acquisition Corp III - Units,G,N,N,100,N,N
2630,KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,G,N,N,100,N,N
2631,KPDD,KraneShares 2x Long PDD Daily ETF,G,N,N,100,Y,N
2632,KPLT,"Katapult Holdings, Inc. - Common Stock",G,N,N,100,N,N
2633,KPLTW,"Katapult Holdings, Inc. - Warrant",G,N,N,100,N,N
2634,KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",S,N,N,100,N,N
2635,KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100,N,N
2636,KQQQ,Kurv Technology Titans Select ETF,G,N,N,100,Y,N
2637,KRKR,36Kr Holdings Inc. - American Depositary Shares,S,N,N,100,N,N
2638,KRMA,Global X Conscious Companies ETF,G,N,N,100,Y,N
2639,KRMD,"KORU Medical Systems, Inc. - Common Stock",S,N,N,100,N,N
2640,KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,N,N,100,N,N
2641,KRNY,Kearny Financial - Common Stock,Q,N,N,100,N,N
2642,KROP,Global X AgTech & Food Innovation ETF,G,N,N,100,Y,N
2643,KROS,"Keros Therapeutics, Inc. - common stock",G,N,N,100,N,N
2644,KRRO,"Korro Bio, Inc. - Common Stock",S,N,N,100,N,N
2645,KRT,Karat Packaging Inc. - Common Stock,Q,N,N,100,N,N
2646,KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",G,N,N,100,N,N
2647,KRYS,"Krystal Biotech, Inc. - Common Stock",Q,N,N,100,N,N
2648,KSCP,"Knightscope, Inc. - Class A Common Stock",S,N,N,100,N,N
2649,KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,Q,N,N,100,N,N
2650,KTCC,Key Tronic Corporation - Common Stock,G,N,N,100,N,N
2651,KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100,N,N
2652,KTTA,Pasithea Therapeutics Corp. - Common Stock,S,N,N,100,N,N
2653,KTTAW,Pasithea Therapeutics Corp. - Warrant,S,N,N,100,N,N
2654,KURA,"Kura Oncology, Inc. - Common Stock",Q,N,N,100,N,N
2655,KUST,"Kustom Entertainment, Inc. - Common Stock",S,N,N,100,N,N
2656,KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,G,N,N,100,N,N
2657,KVACU,Keen Vision Acquisition Corporation - Units,G,N,N,100,N,N
2658,KVACW,Keen Vision Acquisition Corporation - Warrant,G,N,N,100,N,N
2659,KVHI,"KVH Industries, Inc. - Common Stock",Q,N,N,100,N,N
2660,KWM,"K Wave Media, Ltd. - Ordinary Shares",G,N,D,100,N,N
2661,KWMWW,"K Wave Media, Ltd. - Warrant",S,N,N,100,N,N
2662,KXIN,Kaixin Holdings - Ordinary Shares,S,N,N,100,N,N
2663,KYIV,Kyivstar Group Ltd. - Common Shares,Q,N,N,100,N,N
2664,KYIVW,Kyivstar Group Ltd. - Warrant,S,N,N,100,N,N
2665,KYMR,"Kymera Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
2666,KYNB,"Kyntra Bio, Inc. - Common Stock",Q,N,N,100,N,N
2667,KYTX,"Kyverna Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
2668,KZIA,Kazia Therapeutics Limited - American Depositary Shares,S,N,N,100,N,N
2669,KZR,"Kezar Life Sciences, Inc. - Common Stock",S,N,N,100,N,N
2670,LAB,Standard BioTools Inc. - Common Stock,Q,N,N,100,N,N
2671,LACG,Leverage Shares 2X Long LAC Daily ETF,G,N,N,100,Y,N
2672,LAES,SEALSQ Corp - Ordinary Shares,Q,N,N,100,N,N
2673,LAFA,LaFayette Acquisition Corp. - Ordinary Share,G,N,N,100,N,N
2674,LAFAR,LaFayette Acquisition Corp. - Rights,G,N,N,100,N,N
2675,LAFAU,LaFayette Acquisition Corp. - Unit,G,N,N,100,N,N
2676,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100,N,N
2677,LAMR,Lamar Advertising Company - Class A Common Stock,Q,N,N,100,N,N
2678,LAND,Gladstone Land Corporation - Common Stock,G,N,N,100,N,N
2679,LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,G,N,N,100,N,N
2680,LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,G,N,N,100,N,N
2681,LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,G,N,N,100,N,N
2682,LARK,Landmark Bancorp Inc. - Common Stock,G,N,N,100,N,N
2683,LASE,Laser Photonics Corporation - Common Stock,S,N,N,100,N,N
2684,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100,N,N
2685,LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,G,N,N,100,N,N
2686,LATAU,Galata Acquisition Corp. II - Units,G,N,N,100,N,N
2687,LATAW,Galata Acquisition Corp. II - Warrant,G,N,N,100,N,N
2688,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100,N,N
2689,LAWR,"Robot Consulting Co., Ltd. - ADS",S,N,N,100,N,N
2690,LAYS,STKd 100% NVDA & 100% AMD ETF,G,N,N,100,Y,N
2691,LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,S,N,D,100,N,N
2692,LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100,N,N
2693,LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100,N,N
2694,LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N
2695,LBRX,LB Pharmaceuticals Inc - Common Stock,G,N,N,100,N,N
2696,LBTYA,Liberty Global Ltd. - Class A Common Shares,Q,N,N,100,N,N
2697,LBTYB,Liberty Global Ltd. - Class B Common Shares,Q,N,N,100,N,N
2698,LBTYK,Liberty Global Ltd. - Class C Common Shares,Q,N,N,100,N,N
2699,LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,G,N,N,100,N,N
2700,LCCCR,Lakeshore Acquisition III Corp. - Rights,G,N,N,100,N,N
2701,LCCCU,Lakeshore Acquisition III Corp. - Unit,G,N,N,100,N,N
2702,LCDL,GraniteShares 2x Long LCID Daily ETF,G,N,N,100,Y,N
2703,LCDS,JPMorgan Fundamental Data Science Large Core ETF,G,N,N,100,Y,N
2704,LCFY,Locafy Limited - Ordinary Share,S,N,N,100,N,N
2705,LCFYW,Locafy Limited - Warrant,S,N,N,100,N,N
2706,LCID,"Lucid Group, Inc. - Common Stock",Q,N,N,100,N,N
2707,LCNB,LCNB Corporation - Common Stock,S,N,N,100,N,N
2708,LCUT,"Lifetime Brands, Inc. - Common Stock",Q,N,N,100,N,N
2709,LDEM,iShares ESG MSCI EM Leaders ETF,G,N,N,100,Y,N
2710,LDRX,SGI Enhanced Market Leaders ETF,G,N,N,100,Y,N
2711,LDSF,First Trust Low Duration Strategic Focus ETF,G,N,N,100,Y,N
2712,LDWY,"Lendway, Inc. - Common Stock",S,N,N,100,N,N
2713,LE,"Lands' End, Inc. - Common Stock",S,N,N,100,N,N
2714,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100,N,N
2715,LEDS,SemiLEDS Corporation - Common Stock,S,N,N,100,N,N
2716,LEE,"Lee Enterprises, Incorporated - Common Stock",Q,N,N,100,N,N
2717,LEGH,Legacy Housing Corporation - Common Stock,Q,N,N,100,N,N
2718,LEGN,Legend Biotech Corporation - American Depositary Shares,Q,N,N,100,N,N
2719,LEGR,First Trust Indxx Innovative Transaction & Process ETF,G,N,N,100,Y,N
2720,LENZ,"LENZ Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
2721,LESL,"Leslie's, Inc. - Common Stock",Q,N,N,100,N,N
2722,LEXI,Alexis Practical Tactical ETF,G,N,N,100,Y,N
2723,LEXX,Lexaria Bioscience Corp. - Common Stock,S,N,N,100,N,N
2724,LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,G,N,N,100,N,N
2725,LFACU,Leapfrog Acquisition Corporation - Units,G,N,N,100,N,N
2726,LFACW,Leapfrog Acquisition Corporation - Warrants,G,N,N,100,N,N
2727,LFCR,"Lifecore Biomedical, Inc. - Common Stock",Q,N,N,100,N,N
2728,LFMD,"LifeMD, Inc. - Common Stock",G,N,N,100,N,N
2729,LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",G,N,N,100,N,N
2730,LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",S,N,N,100,N,N
2731,LFSC,F/m Emerald Life Sciences Innovation ETF,G,N,N,100,Y,N
2732,LFST,"LifeStance Health Group, Inc. - Common Stock",Q,N,N,100,N,N
2733,LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,40,N,N
2734,LFVN,Lifevantage Corporation - Common Stock,S,N,N,100,N,N
2735,LFWD,Lifeward Ltd. - Ordinary Shares,S,N,D,100,N,N
2736,LGCB,Linkage Global Inc - Class A Ordinary Shares,S,N,N,100,N,N
2737,LGCF,Themes US Cash Flow Champions ETF,G,N,N,100,Y,N
2738,LGCL,Lucas GC Limited - Class A Ordinary Shares,S,N,N,100,N,N
2739,LGHL,Lion Group Holding Ltd. - American Depositary Share,S,N,N,100,N,N
2740,LGIH,"LGI Homes, Inc. - Common Stock",Q,N,N,100,N,N
2741,LGN,Legence Corp. - Class A Common stock,Q,N,N,100,N,N
2742,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100,N,N
2743,LGO,Largo Inc. - Common Shares,Q,N,N,100,N,N
2744,LGRO,Level Four Large Cap Growth Active ETF,G,N,N,100,Y,N
2745,LGVN,Longeveron Inc. - Class A Common stock,S,N,D,100,N,N
2746,LHAI,Linkhome Holdings Inc. - Common stock,S,N,N,100,N,N
2747,LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,S,N,N,100,N,N
2748,LI,Li Auto Inc. - American Depositary Shares,Q,N,N,100,N,N
2749,LICN,Lichen International Limited - Class A Ordinary Shares,S,N,N,100,N,N
2750,LIDR,"AEye, Inc. - Class A Common Stock",S,N,N,100,N,N
2751,LIDRW,"AEye, Inc. - Warrant",S,N,N,100,N,N
2752,LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",G,N,N,100,N,N
2753,LIF,"Life360, Inc. - Common Stock",Q,N,N,100,N,N
2754,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,N,N,100,N,N
2755,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,N,N,100,N,N
2756,LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",G,N,D,100,N,N
2757,LIMNW,"Liminatus Pharma, Inc. - Warrants",S,N,N,100,N,N
2758,LIN,Linde plc - Ordinary Shares,Q,N,N,40,N,N
2759,LINC,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100,N,N
2760,LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,S,N,N,100,N,N
2761,LINE,"Lineage, Inc. - Common Stock",Q,N,N,100,N,N
2762,LINK,"Interlink Electronics, Inc. - Common Stock",S,N,N,100,N,N
2763,LINT,Direxion Daily INTC Bull 2X ETF,G,N,N,100,Y,N
2764,LIQT,"LiqTech International, Inc. - Common Stock",S,N,N,100,N,N
2765,LITE,Lumentum Holdings Inc. - Common Stock,Q,N,N,100,N,N
2766,LITM,Snow Lake Resources Ltd. - Common Shares,S,N,N,100,N,N
2767,LITP,Sprott Lithium Miners ETF,G,N,N,100,Y,N
2768,LITS,"Lite Strategy, Inc. - Common Stock",S,N,N,100,N,N
2769,LIVE,Live Ventures Incorporated - Common Stock,S,N,N,100,N,N
2770,LIVN,LivaNova PLC - Ordinary Shares,Q,N,N,100,N,N
2771,LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",S,N,N,100,N,N
2772,LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,100,N,N
2773,LKQ,LKQ Corporation - Common Stock,Q,N,N,100,N,N
2774,LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
2775,LKSPR,Lake Superior Acquisition Corp. - Rights,G,N,N,100,N,N
2776,LKSPU,Lake Superior Acquisition Corp. - Units,G,N,N,100,N,N
2777,LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",Q,N,N,100,N,N
2778,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",Q,N,N,100,N,N
2779,LLYZ,Defiance Daily Target 2X Short LLY ETF,G,N,N,100,Y,N
2780,LMAT,"LeMaitre Vascular, Inc. - Common Stock",G,N,N,100,N,N
2781,LMB,"Limbach Holdings, Inc. - Common Stock",S,N,N,100,N,N
2782,LMBS,First Trust Low Duration Opportunities ETF,G,N,N,100,Y,N
2783,LMFA,"LM Funding America, Inc. - Common Stock",S,N,D,100,N,N
2784,LMNR,Limoneira Co - Common Stock,Q,N,N,100,N,N
2785,LMNX,Defiance Daily Target 2x Long LMND ETF,G,N,N,100,Y,N
2786,LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",Q,N,N,100,N,N
2787,LMTL,Direxion Daily LMT Bull 2X ETF,G,N,N,100,Y,N
2788,LMTS,Direxion Daily LMT Bear 1X ETF,G,N,N,100,Y,N
2789,LNAI,Lunai Bioworks Inc. - Common Stock,S,N,D,100,N,N
2790,LNKB,"LINKBANCORP, Inc. - Common Stock",S,N,N,100,N,N
2791,LNKS,Linkers Industries Limited - Class A Ordinary Shares,S,N,D,100,N,N
2792,LNSR,"LENSAR, Inc. - Common Stock",S,N,N,100,N,N
2793,LNT,Alliant Energy Corporation - Common Stock,Q,N,N,100,N,N
2794,LNTH,"Lantheus Holdings, Inc. - Common Stock",G,N,N,100,N,N
2795,LNZA,"LanzaTech Global, Inc. - Common Stock",S,N,N,100,N,N
2796,LNZAW,"LanzaTech Global, Inc. - Warrant",S,N,N,100,N,N
2797,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100,N,N
2798,LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,S,N,D,100,N,N
2799,LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100,N,N
2800,LOGI,Logitech International S.A. - Registered Shares,Q,N,N,100,N,N
2801,LOGO,Alpha Brands Consumption Leaders ETF,G,N,N,100,Y,N
2802,LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,G,N,N,100,N,N
2803,LOKVU,Live Oak Acquisition Corp. V - Units,G,N,N,100,N,N
2804,LOKVW,Live Oak Acquisition Corp. V - Warrants,G,N,N,100,N,N
2805,LONA,"LeonaBio, Inc. - Common Stock",S,N,N,100,N,N
2806,LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100,N,N
2807,LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100,N,N
2808,LOT,Lotus Technology Inc. - American Depositary Shares,Q,N,N,100,N,N
2809,LOTI,Liberty One Tactical Income ETF,G,N,N,100,Y,N
2810,LOTWW,Lotus Technology Inc. - Warrants,S,N,N,100,N,N
2811,LOVE,The Lovesac Company - Common Stock,G,N,N,100,N,N
2812,LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
2813,LPAAU,Launch One Acquisition Corp. - Unit,G,N,N,100,N,N
2814,LPAAW,Launch One Acquisition Corp. - Warrant,G,N,N,100,N,N
2815,LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
2816,LPBBU,Launch Two Acquisition Corp. - Unit,G,N,N,100,N,N
2817,LPBBW,Launch Two Acquisition Corp. - Warrant,G,N,N,100,N,N
2818,LPCN,Lipocine Inc. - Common Stock,S,N,N,100,N,N
2819,LPCVU,Launchpad Cadenza Acquisition Corp I - Unit,G,N,N,100,N,N
2820,LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,40,N,N
2821,LPRO,Open Lending Corporation - Common Stock,G,N,N,100,N,N
2822,LPSN,"LivePerson, Inc. - Common Stock",Q,N,N,100,N,N
2823,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100,N,N
2824,LQDA,Liquidia Corporation - Common Stock,S,N,N,100,N,N
2825,LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100,N,N
2826,LRCX,Lam Research Corporation - Common Stock,Q,N,N,100,N,N
2827,LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",S,N,N,100,N,N
2828,LRGE,ClearBridge Large Cap Growth Select ETF,G,N,N,100,Y,N
2829,LRHC,La Rosa Holdings Corp. - Common Stock,S,N,N,100,N,N
2830,LRMR,"Larimar Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
2831,LRND,NYLI U.S. Large Cap R&D Leaders ETF,G,N,N,100,Y,N
2832,LSAK,"Lesaka Technologies, Inc. - Common Stock",Q,N,N,100,N,N
2833,LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100,N,N
2834,LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100,N,N
2835,LSE,"Leishen Energy Holding Co., Ltd. - Ordinary Shares",S,N,N,100,N,N
2836,LSH,Lakeside Holding Limited - Common Stock,S,N,D,100,N,N
2837,LSTA,"Lisata Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
2838,LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,100,N,N
2839,LTBR,Lightbridge Corporation - Common Stock,S,N,N,100,N,N
2840,LTCC,Canary Litecoin ETF,G,N,N,100,Y,N
2841,LTRN,Lantern Pharma Inc. - Common Stock,S,N,N,100,N,N
2842,LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100,N,N
2843,LTRYW,"Lottery.com, Inc. - Warrant",G,N,N,100,N,N
2844,LUCD,Lucid Diagnostics Inc. - Common Stock,S,N,N,100,N,N
2845,LUCY,"Innovative Eyewear, Inc. - Common Stock",S,N,N,100,N,N
2846,LUCYW,"Innovative Eyewear, Inc. - Warrants",S,N,N,100,N,N
2847,LULG,Leverage Shares 2X Long LULU Daily ETF,G,N,N,100,Y,N
2848,LULU,lululemon athletica inc. - Common Stock,Q,N,N,100,N,N
2849,LUNG,Pulmonx Corporation - Common Stock,Q,N,N,100,N,N
2850,LUNR,"Intuitive Machines, Inc. - Class A Common Stock",G,N,N,100,N,N
2851,LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,G,N,N,100,Y,N
2852,LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",S,N,N,100,N,N
2853,LVO,"LiveOne, Inc. - Common Stock",S,N,D,100,N,N
2854,LVRO,Lavoro Limited - Class A Ordinary Shares,G,N,N,100,N,N
2855,LVROW,Lavoro Limited - Warrant,G,N,N,100,N,N
2856,LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
2857,LWACU,LightWave Acquisition Corp. - Units,G,N,N,100,N,N
2858,LWACW,LightWave Acquisition Corp. - Warrants,G,N,N,100,N,N
2859,LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100,N,N
2860,LWLG,"Lightwave Logic, Inc. - Common Stock",S,N,N,100,N,N
2861,LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,N,N,100,N,N
2862,LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",G,N,D,100,N,N
2863,LXEO,"Lexeo Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
2864,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N
2865,LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,N,N,100,N,N
2866,LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100,N,N
2867,LYRA,"Lyra Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
2868,LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100,N,N
2869,LZ,"LegalZoom.com, Inc. - Common Stock",Q,N,N,100,N,N
2870,LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,S,N,N,100,N,N
2871,MAAS,Maase Inc. - Class A Ordinary Shares,G,N,N,100,N,N
2872,MAAY,GraniteShares YieldBOOST MARA ETF,G,N,N,100,Y,N
2873,MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
2874,MACIU,Melar Acquisition Corp. I - Unit,G,N,N,100,N,N
2875,MACIW,Melar Acquisition Corp. I - Warrant,G,N,N,100,N,N
2876,MAGH,Magnitude International Ltd - Ordinary Shares,S,N,N,100,N,N
2877,MAMA,"Mama's Creations, Inc. - Common Stock",S,N,N,100,N,N
2878,MAMK,MaxsMaking Inc. - Class A Ordinary Shares,S,N,N,100,N,N
2879,MAMO,Massimo Group - Common Stock,S,N,N,100,N,N
2880,MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100,N,N
2881,MAPS,"WM Technology, Inc. - Class A Common Stock",Q,N,N,100,N,N
2882,MAPSW,"WM Technology, Inc. - Warrants",Q,N,N,100,N,N
2883,MAR,Marriott International - Class A Common Stock,Q,N,N,40,N,N
2884,MARA,"MARA Holdings, Inc. - Common Stock",S,N,N,100,N,N
2885,MARPS,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100,N,N
2886,MASI,Masimo Corporation - Common Stock,Q,N,N,100,N,N
2887,MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,S,N,D,100,N,N
2888,MASS,908 Devices Inc. - Common Stock,G,N,N,100,N,N
2889,MAT,"Mattel, Inc. - Common Stock",Q,N,N,100,N,N
2890,MATE,Man Active Trend Enhanced ETF,G,N,N,100,Y,N
2891,MATH,Metalpha Technology Holding Limited - Ordinary Shares,S,N,N,100,N,N
2892,MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,100,N,N
2893,MAXI,Simplify Bitcoin Strategy PLUS Income ETF,G,N,N,100,Y,N
2894,MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Q,N,N,100,N,N
2895,MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100,N,N
2896,MAZE,"Maze Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
2897,MB,MasterBeef Group - Ordinary Shares,S,N,N,100,N,N
2898,MBAI,Check-Cap Ltd. - Ordinary Share,S,N,N,100,N,N
2899,MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,G,N,N,100,N,N
2900,MBAVU,M3-Brigade Acquisition V Corp. - Units,G,N,N,100,N,N
2901,MBAVW,M3-Brigade Acquisition V Corp. - Warrant,G,N,N,100,N,N
2902,MBB,iShares MBS ETF,G,N,N,100,Y,N
2903,MBBC,"Marathon Bancorp, Inc. - Common Stock",S,N,N,100,N,N
2904,MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100,N,N
2905,MBIN,Merchants Bancorp - Common Stock,S,N,N,100,N,N
2906,MBINL,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value",S,N,N,100,N,N
2907,MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",S,N,N,100,N,N
2908,MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,S,N,N,100,N,N
2909,MBIO,"Mustang Bio, Inc. - Common Stock",S,N,N,100,N,N
2910,MBLY,Mobileye Global Inc. - Class A Common Stock,Q,N,N,100,N,N
2911,MBNKO,"Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",S,N,N,100,N,N
2912,MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100,N,N
2913,MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,N,100,N,N
2914,MBS,Angel Oak Mortgage-Backed Securities ETF,G,N,N,100,Y,N
2915,MBUU,"Malibu Boats, Inc. - Common Stock",G,N,N,100,N,N
2916,MBVI,M3-Brigade Acquisition VI Corp. - Class A Ordinary Shares,G,N,N,100,N,N
2917,MBVIU,M3-Brigade Acquisition VI Corp. - Units,G,N,N,100,N,N
2918,MBVIW,M3-Brigade Acquisition VI Corp. - Warrant,G,N,N,100,N,N
2919,MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100,N,N
2920,MBX,"MBX Biosciences, Inc. - Common Stock",Q,N,N,100,N,N
2921,MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
2922,MCDS,JPMorgan Fundamental Data Science Mid Core ETF,G,N,N,100,Y,N
2923,MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100,N,N
2924,MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N
2925,MCGAU,Yorkville Acquisition Corp. - Unit,G,N,N,100,N,N
2926,MCGAW,Yorkville Acquisition Corp. - Warrant,G,N,N,100,N,N
