,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
2927,MCHB,Mechanics Bancorp - Class A Common Stock,Q,N,N,100,N,N
2928,MCHI,iShares MSCI China ETF,G,N,N,100,Y,N
2929,MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100,N,N
2930,MCHPP,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Q,N,N,100,N,N
2931,MCHS,Matthews China Discovery Active ETF,G,N,N,100,Y,N
2932,MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100,N,N
2933,MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
2934,MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100,N,N
2935,MCTA,Charming Medical Limited - Class A Ordinary Shares,S,N,N,100,N,N
2936,MCW,"Mister Car Wash, Inc. - Common Stock",Q,N,N,100,N,N
2937,MDAI,"Spectral AI, Inc. - Class A Common Stock",S,N,N,100,N,N
2938,MDAIW,"Spectral AI, Inc. - Warrants",S,N,N,100,N,N
2939,MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,40,N,N
2940,MDBH,"MDB Capital Holdings, LLC - Class A common ",S,N,N,100,N,N
2941,MDCX,Medicus Pharma Ltd. - Common Stock,S,N,N,100,N,N
2942,MDCXW,Medicus Pharma Ltd. - Warrant,S,N,N,100,N,N
2943,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Q,N,N,40,N,N
2944,MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,D,100,N,N
2945,MDIV,Multi-Asset Diversified Income Index Fund,G,N,N,100,Y,N
2946,MDLN,Medline Inc. - Class A common stock,Q,N,N,100,N,N
2947,MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100,N,N
2948,MDRR,"Medalist Diversified REIT, Inc. - Common Stock",S,N,N,100,N,N
2949,MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100,N,N
2950,MDXG,"MiMedx Group, Inc - Common Stock",S,N,N,100,N,N
2951,MDXH,MDxHealth SA - Ordinary Shares,S,N,N,100,N,N
2952,MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,40,N,N
2953,MEDX,Horizon Kinetics Medical ETF,G,N,N,100,Y,N
2954,MEGL,Magic Empire Global Limited - Class A Ordinary Shares,S,N,N,100,N,N
2955,MEHA,"Functional Brands, Inc. - Common Stock",S,N,D,100,N,N
2956,MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,10,N,N
2957,MEMA,Man Active Emerging Markets Alternative ETF,G,N,N,100,Y,N
2958,MEMS,Matthews Emerging Markets Discovery Active ETF,G,N,N,100,Y,N
2959,MENS,Jyong Biotech Ltd. - Ordinary shares,G,N,N,100,N,N
2960,MEOH,Methanex Corporation - Common Stock,Q,N,N,100,N,N
2961,MERC,Mercer International Inc. - Common Stock,Q,N,N,100,N,N
2962,MESHU,Meshflow Acquisition Corp. - Units,G,N,N,100,N,N
2963,MESO,Mesoblast Limited - American Depositary Shares,Q,N,N,100,N,N
2964,META,"Meta Platforms, Inc. - Class A Common Stock",Q,N,N,40,N,N
2965,METC,"Ramaco Resources, Inc. - Class A Common Stock",Q,N,N,100,N,N
2966,METCB,"Ramaco Resources, Inc. - Class B Common Stock",Q,N,N,100,N,N
2967,METCI,"Ramaco Resources, Inc. - 8.250% Senior Notes due 2030",G,N,N,100,N,N
2968,METCZ,"Ramaco Resources, Inc. - 8.375% Senior Notes due 2029",Q,N,N,100,N,N
2969,METD,Direxion Daily META Bear 1X Shares,G,N,N,100,Y,N
2970,METL,Sprott Active Metals & Miners ETF,G,N,N,100,Y,N
2971,METU,Direxion Daily META Bull 2X Shares,G,N,N,100,Y,N
2972,MFI,mF International Limited - Class A Ordinary Shares,S,N,N,100,N,N
2973,MFIC,MidCap Financial Investment Corporation - Closed End Fund,Q,N,N,100,N,N
2974,MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028,Q,N,N,100,N,N
2975,MFIG,Motley Fool Innovative Growth ETF,G,N,N,100,Y,N
2976,MFIN,Medallion Financial Corp. - Common Stock,Q,N,N,100,N,N
2977,MFLX,First Trust Flexible Municipal High Income ETF,G,N,N,100,Y,N
2978,MFMO,Motley Fool Momentum Factor ETF,G,N,N,100,Y,N
2979,MFVL,Motley Fool Value Factor ETF,G,N,N,100,Y,N
2980,MGEE,MGE Energy Inc. - Common Stock,Q,N,N,100,N,N
2981,MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100,N,N
2982,MGIH,Millennium Group International Holdings Limited - Ordinary Shares,S,N,N,100,N,N
2983,MGN,Megan Holdings Limited - Ordinary shares.,S,N,N,100,N,N
2984,MGNI,"Magnite, Inc. - Common Stock",Q,N,N,100,N,N
2985,MGNX,"MacroGenics, Inc. - Common Stock",Q,N,N,100,N,N
2986,MGPI,"MGP Ingredients, Inc. - Common Stock",Q,N,N,100,N,N
2987,MGRC,McGrath RentCorp - Common Stock,Q,N,N,100,N,N
2988,MGRT,Mega Fortune Company Limited - Ordinary Shares,S,N,N,100,N,N
2989,MGRX,"Mangoceuticals, Inc. - Common Stock",S,N,N,100,N,N
2990,MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,N,N,100,N,N
2991,MGX,"Metagenomi Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
2992,MGYR,"Magyar Bancorp, Inc. - Common Stock",G,N,N,100,N,N
2993,MIDD,The Middleby Corporation - Common Stock,Q,N,N,100,N,N
2994,MIGI,Mawson Infrastructure Group Inc. - Common Stock,S,N,N,100,N,N
2995,MILN,Global X Millennial Consumer ETF,G,N,N,100,Y,N
2996,MIMI,Mint Incorporation Limited - Class A Ordinary Shares,S,N,D,100,N,N
2997,MIND,"MIND Technology, Inc. - Common Stock",S,N,N,100,N,N
2998,MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N
2999,MIRM,"Mirum Pharmaceuticals, Inc. - common stock",G,N,N,100,N,N
3000,MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,N,N,100,N,N
3001,MITK,"Mitek Systems, Inc. - Common Stock",S,N,N,100,N,N
3002,MKAM,MKAM ETF,G,N,N,100,Y,N
3003,MKDW,MKDWELL Tech Inc. - Ordinary Shares,S,N,D,100,N,N
3004,MKDWW,MKDWELL Tech Inc. - Warrants,S,N,N,100,N,N
3005,MKLY,McKinley Acquisition Corporation - Class A Ordinary Shares,G,N,N,100,N,N
3006,MKLYR,McKinley Acquisition Corporation - Rights,G,N,N,100,N,N
3007,MKLYU,McKinley Acquisition Corporation - Units,G,N,N,100,N,N
3008,MKSI,MKS Inc. - Common Stock,Q,N,N,100,N,N
3009,MKTW,"MarketWise, Inc. - Class A Common Stock",G,N,N,100,N,N
3010,MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100,N,N
3011,MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",S,N,N,100,N,N
3012,MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,N,N,100,N,N
3013,MLAC,Mountain Lake Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
3014,MLACR,Mountain Lake Acquisition Corp. - Right,G,N,N,100,N,N
3015,MLACU,Mountain Lake Acquisition Corp. - Units,G,N,N,100,N,N
3016,MLCI,Mount Logan Capital Inc. - Common Stock,S,N,N,100,N,N
3017,MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Q,N,N,100,N,N
3018,MLEC,Moolec Science SA - Ordinary Shares,S,N,H,100,N,N
3019,MLECW,Moolec Science SA - Warrant,S,N,H,100,N,N
3020,MLGO,"MicroAlgo, Inc. - Ordinary Shares",S,N,N,100,N,N
3021,MLKN,"MillerKnoll, Inc. - Common Stock",Q,N,N,100,N,N
3022,MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,S,N,N,100,N,N
3023,MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
3024,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100,N,N
3025,MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,N,N,100,N,N
3026,MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N
3027,MMTXU,Miluna Acquisition Corp - Units,G,N,N,100,N,N
3028,MMTXW,Miluna Acquisition Corp - Warrant,G,N,N,100,N,N
3029,MMYT,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100,N,N
3030,MNDO,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100,N,N
3031,MNDR,Mobile-health Network Solutions - Class A Ordinary Shares,S,N,N,100,N,N
3032,MNDY,monday.com Ltd. - Ordinary Shares,Q,N,N,100,N,N
3033,MNKD,MannKind Corporation - Common Stock,G,N,N,100,N,N
3034,MNOV,"MediciNova, Inc. - Common Stock",G,N,N,100,N,N
3035,MNPR,Monopar Therapeutics Inc. - Common Stock,S,N,N,100,N,N
3036,MNRO,"Monro, Inc.  - Common Stock",Q,N,N,100,N,N
3037,MNSB,"MainStreet Bancshares, Inc. - Common Stock",S,N,N,100,N,N
3038,MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",S,N,N,100,N,N
3039,MNST,Monster Beverage Corporation - Common Stock,Q,N,N,100,N,N
3040,MNTK,"Montauk Renewables, Inc. - Common Stock",S,N,N,100,N,N
3041,MNTS,Momentus Inc. - Class A Common Stock,S,N,N,100,N,N
3042,MNTSW,Momentus Inc. - Warrant,S,N,N,100,N,N
3043,MNY,MoneyHero Limited - Class A Ordinary Shares,G,N,N,100,N,N
3044,MNYWW,MoneyHero Limited - Warrants,G,N,N,100,N,N
3045,MNZL,Manzil Russell Halal USA Broad Market ETF,G,N,N,100,Y,N
3046,MOB,Mobilicom Limited - Ordinary Shares,S,N,N,100,N,N
3047,MOBBW,Mobilicom Limited - Warrants,S,N,N,100,N,N
3048,MOBX,"Mobix Labs, Inc. - Class A Common Stock",S,N,D,100,N,N
3049,MOBXW,"Mobix Labs, Inc. - Warrants",S,N,D,100,N,N
3050,MODD,"Modular Medical, Inc. - common stock",S,N,D,100,N,N
3051,MODL,VictoryShares WestEnd U.S. Sector ETF,G,N,N,100,Y,N
3052,MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100,N,N
3053,MOLN,Molecular Partners AG - American Depositary Shares,Q,N,N,100,N,N
3054,MOMO,Hello Group Inc.  - American Depositary Shares,Q,N,N,100,N,N
3055,MOOD,Relative Sentiment Tactical Allocation ETF,G,N,N,100,Y,N
3056,MORN,"Morningstar, Inc. - Common Stock",Q,N,N,100,N,N
3057,MOVE,Movano Inc. - Common Stock,S,N,D,100,N,N
3058,MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100,N,N
3059,MPB,Mid Penn Bancorp - Common Stock,G,N,N,100,N,N
3060,MPG,Leverage Shares 2X Long MP Daily ETF,G,N,N,100,Y,N
3061,MPLT,"MapLight Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
3062,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,N,N,40,N,N
3063,MQ,"Marqeta, Inc. - Class A Common Stock",Q,N,N,100,N,N
3064,MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,G,N,N,100,Y,N
3065,MRAL,GraniteShares 2x Long MARA Daily ETF,G,N,N,100,Y,N
3066,MRAM,"Everspin Technologies, Inc. - Common Stock",G,N,N,100,N,N
3067,MRBK,Meridian Corporation - Common Stock,Q,N,N,100,N,N
3068,MRCC,Monroe Capital Corporation - Closed End Fund,Q,N,N,100,N,N
3069,MRCY,Mercury Systems Inc - Common Stock,Q,N,N,100,N,N
3070,MREO,Mereo BioPharma Group plc - American Depositary Shares,S,N,N,100,N,N
3071,MRKR,"Marker Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
3072,MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,S,N,N,100,N,N
3073,MRNA,"Moderna, Inc. - Common Stock",Q,N,N,100,N,N
3074,MRNO,Murano Global Investments PLC - Ordinary Shares,S,N,N,100,N,N
3075,MRNOW,Murano Global Investments PLC - Warrants,S,N,N,100,N,N
3076,MRTN,"Marten Transport, Ltd. - Common Stock",Q,N,N,100,N,N
3077,MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Q,N,N,100,N,N
3078,MRVL,"Marvell Technology, Inc. - Common Stock",Q,N,N,100,N,N
3079,MRX,Marex Group plc - Ordinary Shares,Q,N,N,100,N,N
3080,MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",S,N,D,100,N,N
3081,MSAIW,"MultiSensor AI Holdings, Inc. - Warrants",S,N,N,100,N,N
3082,MSBI,"Midland States Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
3083,MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N
3084,MSDD,GraniteShares 2x Short MSTR Daily ETF,G,N,N,100,Y,N
3085,MSEX,Middlesex Water Company - Common Stock,Q,N,N,100,N,N
3086,MSFD,Direxion Daily MSFT Bear 1X Shares,G,N,N,100,Y,N
3087,MSFL,GraniteShares 2x Long MSFT Daily ETF,G,N,N,100,Y,N
3088,MSFT,Microsoft Corporation - Common Stock,Q,N,N,40,N,N
3089,MSFU,Direxion Daily MSFT Bull 2X Shares,G,N,N,100,Y,N
3090,MSGM,Motorsport Games Inc. - Class A Common Stock,S,N,N,100,N,N
3091,MSGY,Masonglory Limited - Ordinary Shares,S,N,N,100,N,N
3092,MSS,Maison Solutions Inc. - Class A Common Stock,S,N,D,100,N,N
3093,MST,Defiance Leveraged Long + Income MSTR ETF,G,N,N,100,Y,N
3094,MSTP,GraniteShares 2x Long MSTR Daily ETF,G,N,N,100,Y,N
3095,MSTR,Strategy Inc - Class A Common Stock,Q,N,N,40,N,N
3096,MSTX,Defiance Daily Target 2x Long MSTR ETF,G,N,N,100,Y,N
3097,MSW,Ming Shing Group Holdings Limited - Ordinary Shares,S,N,N,100,N,N
3098,MTC,"MMTec, Inc. - Common Shares",S,N,N,100,N,N
3099,MTCH,"Match Group, Inc. - Common Stock",Q,N,N,100,N,N
3100,MTEK,Maris-Tech Ltd. - ordinary shares,S,N,N,100,N,N
3101,MTEKW,Maris-Tech Ltd. - Warrants,S,N,N,100,N,N
3102,MTEN,Mingteng International Corporation Inc. - Class A Ordinary Shares,S,N,N,100,N,N
3103,MTEX,"Mannatech, Incorporated - Common Stock",S,N,N,100,N,N
3104,MTLS,Materialise NV - American Depositary Shares,Q,N,N,100,N,N
3105,MTRX,Matrix Service Company - Common Stock,Q,N,N,100,N,N
3106,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100,N,N
3107,MTVA,MetaVia Inc.  - Common Stock,S,N,N,100,N,N
3108,MTYY,GraniteShares YieldBOOST MSTR ETF,G,N,N,100,Y,N
3109,MU,"Micron Technology, Inc. - Common Stock",Q,N,N,100,N,N
3110,MUD,Direxion Daily MU Bear 1X Shares,G,N,N,100,Y,N
3111,MULL,GraniteShares 2x Long MU Daily ETF,G,N,N,100,Y,N
3112,MULT,Franklin Multisector Income ETF,G,N,N,100,Y,N
3113,MUU,Direxion Daily MU Bull 2X Shares,G,N,N,100,Y,N
3114,MVBF,MVB Financial Corp. - Common Stock,S,N,N,100,N,N
3115,MVIS,"MicroVision, Inc. - Common Stock",G,N,D,100,N,N
3116,MVLL,GraniteShares 2x Long MRVL Daily ETF,G,N,N,100,Y,N
3117,MVST,"Microvast Holdings, Inc. - Common Stock",S,N,N,100,N,N
3118,MVSTW,"Microvast Holdings, Inc. - Warrant",S,N,N,100,N,N
3119,MWYN,"Marwynn Holdings, Inc. - Common stock",S,N,N,100,N,N
3120,MXCT,"MaxCyte, Inc. - Common Stock",Q,N,N,100,N,N
3121,MXL,"MaxLinear, Inc - Common Stock",Q,N,N,100,N,N
3122,MYCF,State Street My2026 Corporate Bond ETF,G,N,N,100,Y,N
3123,MYCG,State Street My2027 Corporate Bond ETF,G,N,N,100,Y,N
3124,MYCH,State Street My2028 Corporate Bond ETF,G,N,N,100,Y,N
3125,MYCI,State Street My2029 Corporate Bond ETF,G,N,N,100,Y,N
3126,MYCJ,State Street My2030 Corporate Bond ETF,G,N,N,100,Y,N
3127,MYCK,State Street My2031 Corporate Bond ETF,G,N,N,100,Y,N
3128,MYCL,State Street My2032 Corporate Bond ETF,G,N,N,100,Y,N
3129,MYCM,State Street My2033 Corporate Bond ETF,G,N,N,100,Y,N
3130,MYCN,State Street My2034 Corporate Bond ETF,G,N,N,100,Y,N
3131,MYCO,State Street My2035 Corporate Bond ETF,G,N,N,100,Y,N
3132,MYFW,"First Western Financial, Inc. - Common Stock",Q,N,N,100,N,N
3133,MYGN,"Myriad Genetics, Inc. - Common Stock",Q,N,N,100,N,N
3134,MYMF,State Street My2026 Municipal Bond ETF,G,N,N,100,Y,N
3135,MYMG,State Street My2027 Municipal Bond ETF,G,N,N,100,Y,N
3136,MYMH,State Street My2028 Municipal Bond ETF,G,N,N,100,Y,N
3137,MYMI,State Street My2029 Municipal Bond ETF,G,N,N,100,Y,N
3138,MYMJ,State Street My2030 Municipal Bond ETF,G,N,N,100,Y,N
3139,MYMK,State Street My2031 Municipal Bond ETF,G,N,N,100,Y,N
3140,MYNZ,Mainz Biomed N.V. - Ordinary Shares,S,N,N,100,N,N
3141,MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",G,N,D,100,N,N
3142,MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",G,N,N,100,N,N
3143,MYRG,"MYR Group, Inc. - Common Stock",Q,N,N,100,N,N
3144,MYSE,"Myseum, Inc. - Common Stock",S,N,N,100,N,N
3145,MYSEW,"Myseum, Inc. - Series A Warrant",S,N,N,100,N,N
3146,MYSZ,"My Size, Inc. - Common Stock",S,N,N,100,N,N
3147,MZTI,The Marzetti Company - Common Stock,Q,N,N,100,N,N
3148,,Nano Labs Ltd - Class A Ordinary Shares,G,N,N,100,N,N
3149,NAAS,NaaS Technology Inc. - American Depositary Shares,S,N,N,100,N,N
3150,NAGE,"Niagen Bioscience, Inc. - Common Stock",S,N,N,100,N,N
3151,NAII,"Natural Alternatives International, Inc. - Common Stock",G,N,N,100,N,N
3152,NAKA,Nakamoto Inc. - Common Stock,G,N,D,100,N,N
3153,NAMI,Jinxin Technology Holding Company - American Depositary Shares,S,N,N,100,N,N
3154,NAMM,Namib Minerals - Ordinary Shares,G,N,N,100,N,N
3155,NAMMW,Namib Minerals - Warrants,S,N,N,100,N,N
3156,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,G,N,N,100,N,N
3157,NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,G,N,N,100,N,N
3158,NATH,"Nathan's Famous, Inc. - Common Stock",Q,N,N,100,N,N
3159,NATO,Themes Transatlantic Defense ETF,G,N,N,100,Y,N
3160,NATR,"Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100,N,N
3161,NAUT,"Nautilus Biotechnology, Inc. - Common Stock",S,N,N,100,N,N
3162,NAVI,Navient Corporation - Common Stock,Q,N,N,100,N,N
3163,NAVN,"Navan, Inc. - Class A Common Stock",Q,N,N,100,N,N
3164,NB,NioCorp Developments Ltd. - Common Stock,G,N,N,100,N,N
3165,NBBK,"NB Bancorp, Inc. - Common Stock",S,N,N,100,N,N
3166,NBIG,Leverage Shares 2X Long NBIS Daily ETF,G,N,N,100,Y,N
3167,NBIL,GraniteShares 2x Long NBIS Daily ETF,G,N,N,100,Y,N
3168,NBIS,Nebius Group N.V. - Class A Ordinary Shares,Q,N,N,100,N,N
3169,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100,N,N
3170,NBN,Northeast Bank - Common Stock,G,N,N,100,N,N
3171,NBP,NovaBridge Biosciences - American Depositary Shares,G,N,N,100,N,N
3172,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100,N,N
3173,NBTX,Nanobiotix S.A. - ADSs,Q,N,N,100,N,N
3174,NCEL,NewcelX Ltd. - Ordinary Shares,S,N,N,100,N,N
3175,NCEW,New Century Logistics Limited - Ordinary Shares,S,N,N,100,N,N
3176,NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N
3177,NCIQ,Hashdex Nasdaq Crypto Index US ETF,G,N,N,100,Y,N
3178,NCMI,"National CineMedia, Inc. - Common Stock",Q,N,N,100,N,N
3179,NCNA,NuCana plc - American Depositary Shares,S,N,N,100,N,N
3180,NCNO,"nCino, Inc. - Common Stock",Q,N,N,100,N,N
3181,NCPB,Nuveen Core Plus Bond ETF,G,N,N,100,Y,N
3182,NCPL,Netcapital Inc. - Common Stock,S,N,N,100,N,N
3183,NCPLW,Netcapital Inc. - warrants,S,N,N,100,N,N
3184,NCRA,"Nocera, Inc. - common stock",S,N,N,100,N,N
3185,NCSM,"NCS Multistage Holdings, Inc. - Common Stock",S,N,N,100,N,N
3186,NCT,Intercont (Cayman) Limited - Ordinary shares,S,N,D,100,N,N
3187,NCTY,The9 Limited - American Depository Shares,S,N,N,100,N,N
3188,NDAA,Ned Davis Research 360 Dynamic Allocation ETF,G,N,N,100,Y,N
3189,NDAQ,"Nasdaq, Inc. - Common Stock",Q,N,N,100,N,N
3190,NDLS,Noodles & Company - Common Stock,Q,N,D,100,N,N
3191,NDRA,ENDRA Life Sciences Inc. - Common Stock,S,N,N,100,N,N
3192,NDSN,Nordson Corporation - Common Stock,Q,N,N,100,N,N
3193,NECB,"NorthEast Community Bancorp, Inc. - Common Stock",S,N,N,100,N,N
3194,NEGG,"Newegg Commerce, Inc. - Common Shares",S,N,N,100,N,N
3195,NEMG,Leverage Shares 2x Long NEM Daily ETF,G,N,N,100,Y,N
3196,NEO,"NeoGenomics, Inc. - Common Stock",S,N,N,100,N,N
3197,NEOG,Neogen Corporation - Common Stock,Q,N,N,100,N,N
3198,NEON,Neonode Inc. - Common Stock,S,N,N,100,N,N
3199,NEOV,NeoVolta Inc. - Common Stock,S,N,N,100,N,N
3200,NEOVW,NeoVolta Inc. - Warrant,S,N,N,100,N,N
3201,NEPH,"Nephros, Inc. - Common Stock",S,N,N,100,N,N
3202,NERV,"Minerva Neurosciences, Inc - Common Stock",S,N,N,100,N,N
3203,NESR,National Energy Services Reunited Corp - Ordinary Shares,S,N,N,100,N,N
3204,NETG,Leverage Shares 2X Long NET Daily ETF,G,N,N,100,Y,N
3205,NEUP,Neuphoria Therapeutics Inc. - Common Stock,G,N,N,100,N,N
3206,NEWT,"NewtekOne, Inc. - Common Stock",G,N,N,100,N,N
3207,NEWTG,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",G,N,N,100,N,N
3208,NEWTH,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",G,N,N,100,N,N
3209,NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",G,N,N,100,N,N
3210,NEWTP,"NewtekOne, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.500% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",G,N,N,100,N,N
3211,NEWTZ,"NewtekOne, Inc. - 5.50% Notes Due 2026",G,N,N,100,N,N
3212,NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,G,N,N,100,Y,N
3213,NEXM,NexMetals Mining Corp. - Common Stock,S,N,N,100,N,N
3214,NEXN,Nexxen International Ltd. - Ordinary Shares,G,N,N,100,N,N
3215,NEXT,NextDecade Corporation - Common Stock,S,N,N,100,N,N
3216,NFBK,"Northfield Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
3217,NFE,New Fortress Energy Inc. - Class A Common Stock,Q,N,N,100,N,N
3218,NFLX,"Netflix, Inc. - Common Stock",Q,N,N,10,N,N
3219,NFTY,First Trust India Nifty 50 Equal Weight ETF,G,N,N,100,Y,N
3220,NFXL,Direxion Daily NFLX Bull 2X Shares,G,N,N,100,Y,N
3221,NFXS,Direxion Daily NFLX Bear 1X Shares,G,N,N,100,Y,N
3222,NGEN,NervGen Pharma Corp. - Common stock,S,N,N,100,N,N
3223,NGNE,Neurogene Inc. - Common Stock,G,N,N,100,N,N
3224,NHIC,NewHold Investment Corp III - Class A Ordinary shares,G,N,N,100,N,N
3225,NHICU,NewHold Investment Corp III - Units,G,N,N,100,N,N
3226,NHICW,NewHold Investment Corp III - Warrants,G,N,N,100,N,N
3227,NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N
3228,NHPBP,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N
3229,NHTC,Natural Health Trends Corp. - Commn Stock,S,N,N,100,N,N
3230,NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,100,N,N
3231,NIKL,Sprott Nickel Miners ETF,G,N,N,100,Y,N
3232,NIOBW,NioCorp Developments Ltd. - Warrant,S,N,N,100,N,N
3233,NIOG,Leverage Shares 2X Long NIO Daily ETF,G,N,N,100,Y,N
3234,NIPG,NIP Group Inc. - American Depositary Shares,G,N,N,100,N,N
3235,NISN,"NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares",S,N,N,100,N,N
3236,NITO,"N2OFF, Inc. - Common Stock",S,N,N,100,N,N
3237,NIU,Niu Technologies - American Depositary Shares,G,N,N,100,N,N
3238,NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,S,N,N,100,N,N
3239,NIVFW,NewGenIvf Group Limited - Warrants,S,N,N,100,N,N
3240,NIXT,Research Affiliates Deletions ETF,G,N,N,100,Y,N
3241,NIXX,"Nixxy, Inc. - Common Stock",S,N,N,100,N,N
3242,NIXXW,"Nixxy, Inc. - Warrant",S,N,N,100,N,N
3243,NKLR,Terra Innovatum Global N.V. - Ordinary shares,G,N,N,100,N,N
3244,NKSH,"National Bankshares, Inc. - Common Stock",S,N,N,100,N,N
3245,NKTR,Nektar Therapeutics - Common Stock,S,N,N,100,N,N
3246,NKTX,"Nkarta, Inc. - Common Stock",Q,N,N,100,N,N
3247,NMFC,New Mountain Finance Corporation - Common Stock,Q,N,N,100,N,N
3248,NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,G,N,N,100,N,N
3249,NMIH,NMI Holdings Inc - Common Stock,G,N,N,100,N,N
3250,NMP,NMP Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
3251,NMPAR,NMP Acquisition Corp. - Right,G,N,N,100,N,N
3252,NMPAU,NMP Acquisition Corp. - Units,G,N,N,100,N,N
3253,NMRA,"Neumora Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
3254,NMRK,"Newmark Group, Inc. - Class A Common Stock",Q,N,N,100,N,N
3255,NMTC,NeuroOne Medical Technologies Corporation - Common Stock,S,N,D,100,N,N
3256,NN,NextNav Inc. - Common stock,S,N,N,100,N,N
3257,NNAVW,NextNav Inc. - Warrant,S,N,N,100,N,N
3258,NNBR,"NN, Inc. - Common Stock",Q,N,N,100,N,N
3259,NNDM,Nano Dimension Ltd. - American Depositary Shares,S,N,N,100,N,N
3260,NNE,Nano Nuclear Energy Inc. - common stock,S,N,N,100,N,N
3261,NNNN,Anbio Biotechnology - Class A Ordinary Shares,G,N,N,100,N,N
3262,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100,N,N
3263,NODK,"NI Holdings, Inc. - Common Stock",S,N,N,100,N,N
3264,NOEM,CO2 Energy Transition Corp. - Common Stock,G,N,N,100,N,N
